Unnamed: 0,Year,Datetime,Stage,Stadium,City,Host Country,latitude,longitude,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,WinningTeam,HomeAwayWin,HalftimeWin,GoalsTotal,GoalsDiff
87,1954,20 Jun 1954 - 16:50,Group 2,St. Jakob,Basel ,Switzerland,47.55810770000000,7.5878261,Hungary,8,3,Germany, ,56000.0,3,1,LING William (ENG),SCHICKER Werner (SUI),GRIFFITHS Benjamin (WAL),211,1277,HUN,FRG,Hungary,Home,Home,11,5
88,1954,20 Jun 1954 - 17:00,Group 2,Charmilles,Geneva ,Switzerland,46.2017559,6.1466014000000000,Turkey,7,0,Korea Republic, ,4000.0,4,0,MARINO Esteban (URU),ORLANDINI Vincenzo (ITA),SCHONHOLZER Ernest (SUI),211,1304,TUR,KOR,Turkey,Home,Home,7,7
89,1954,20 Jun 1954 - 17:10,Group 4,Wankdorf Stadium,Berne ,Switzerland,46.9482713,7.4514512,England,2,0,Switzerland, ,43500.0,1,0,ZSOLT Istvan (HUN),DA COSTA VIEIRA Jose (POR),STEFANOVIC Vasa (YUG),211,1263,ENG,SUI,England,Home,Home,2,2
90,1954,20 Jun 1954 - 17:00,Group 4,Comunale di Cornaredo,Lugano ,Switzerland,46.0050102,8.9520281,Italy,4,1,Belgium, ,24000.0,1,0,STEINER Carl (AUT),VINCENTI Raymond (FRA),SCHMETZER Emil (FRG),211,1243,ITA,BEL,Italy,Home,Home,5,3
91,1954,23 Jun 1954 - 18:00,Group 2,Hardturm,Zurich ,Switzerland,47.3744489,8.5410422,Germany,7,2,Turkey, ,17000.0,3,1,VINCENTI Raymond (FRA),FAULTLESS Charlie (SCO),DOERFLINGER Ernst (SUI),211,1284,FRG,TUR,Germany,Home,Home,9,5
92,1954,23 Jun 1954 - 18:00,Group 4,St. Jakob,Basel ,Switzerland,47.55810770000000,7.5878261,Switzerland,4,1,Italy, ,30000.0,1,0,GRIFFITHS Benjamin (WAL),DA COSTA VIEIRA Jose (POR),LING William (ENG),211,1301,SUI,ITA,Switzerland,Home,Home,5,3
93,1954,26 Jun 1954 - 17:00,Quarter-finals,St. Jakob,Basel ,Switzerland,47.55810770000000,7.5878261,Uruguay,4,2,England, ,28000.0,2,1,STEINER Carl (AUT),STEFANOVIC Vasa (YUG),ORLANDINI Vincenzo (ITA),212,1264,URU,ENG,Uruguay,Home,Home,6,2
94,1954,26 Jun 1954 - 17:00,Quarter-finals,La Pontaise,Lausanne ,Switzerland,46.5218269,6.6327025,Austria,7,5,Switzerland, ,35000.0,5,4,FAULTLESS Charlie (SCO),ASENSI Manuel (ESP),SCHMETZER Emil (FRG),212,1237,AUT,SUI,Austria,Home,Home,12,2
95,1954,27 Jun 1954 - 17:00,Quarter-finals,Charmilles,Geneva ,Switzerland,46.2017559,6.1466014000000000,Germany,2,0,Yugoslavia, ,17000.0,1,0,ZSOLT Istvan (HUN),FRANKEN Laurent (BEL),BUCHMUELLER Fritz (SUI),212,1285,FRG,YUG,Germany,Home,Home,2,2
96,1954,27 Jun 1954 - 17:00,Quarter-finals,Wankdorf Stadium,Berne ,Switzerland,46.9482713,7.4514512,Hungary,4,2,Brazil, ,40000.0,2,1,ELLIS Arthur (ENG),LING William (ENG),WYSSLING Paul (SUI),212,1248,HUN,BRA,Hungary,Home,Home,6,2
97,1954,30 Jun 1954 - 18:00,Semi-finals,St. Jakob,Basel ,Switzerland,47.55810770000000,7.5878261,Germany,6,1,Austria, ,58000.0,1,0,ORLANDINI Vincenzo (ITA),ELLIS Arthur (ENG),BUCHMUELLER Fritz (SUI),462,1233,FRG,AUT,Germany,Home,Home,7,5
98,1954,30 Jun 1954 - 18:00,Semi-finals,La Pontaise,Lausanne ,Switzerland,46.5218269,6.6327025,Hungary,4,2,Uruguay,Hungary win after extra time ,45000.0,0,0,GRIFFITHS Benjamin (WAL),FAULTLESS Charlie (SCO),VINCENTI Raymond (FRA),462,1295,HUN,URU,Hungary,Home,Draw,6,2
99,1954,03 Jul 1954 - 17:00,Match for third place,Hardturm,Zurich ,Switzerland,47.3744489,8.5410422,Austria,3,1,Uruguay, ,32000.0,1,1,WYSSLING Paul (SUI),ZSOLT Istvan (HUN),ELLIS Arthur (ENG),3485,1239,AUT,URU,Austria,Home,Draw,4,2
100,1954,04 Jul 1954 - 17:00,Final,Wankdorf Stadium,Berne ,Switzerland,46.9482713,7.4514512,Germany,3,2,Hungary, ,62500.0,2,2,LING William (ENG),ORLANDINI Vincenzo (ITA),GRIFFITHS Benjamin (WAL),3484,1278,FRG,HUN,Germany,Home,Draw,5,1
101,1958,08 Jun 1958 - 14:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,3,0,Mexico, ,34107.0,1,0,LATYCHEV Nikolaj (URS),MOWAT Jack (SCO),ERIKSSON Arne (FIN),220,1415,SWE,MEX,Sweden,Home,Home,3,3
102,1958,08 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Soviet Union,2,2,England, ,49348.0,1,0,ZSOLT Istvan (HUN),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),220,1372,URS,ENG,Draw,Draw,Home,4,0
103,1958,08 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malmö,Sweden,62.0,15.0,Argentina,1,3,Germany, ,31156.0,1,2,LEAFE Reginald (ENG),HELGE Leo (DEN),AHLNER Sten (SWE),220,1323,ARG,FRG,Germany,Away,Away,4,2
104,1958,08 Jun 1958 - 19:00,Group 3,Jarnvallen,Sandviken ,Sweden,60.619422,16.772421400000000,Hungary,1,1,Wales, ,15343.0,1,1,CODESAL Jose Maria (URU),LEMESIC Leo (YUG),VAN NUFFEL Lucien (BEL),220,1407,HUN,WAL,Draw,Draw,Draw,2,0
105,1958,08 Jun 1958 - 19:00,Group 2,Idrottsparken,Norrköping,Sweden,62.0,15.0,France,7,3,Paraguay, ,16518.0,2,2,GARDEAZABAL Juan (ESP),GRIFFITHS Benjamin (WAL),BROZZI Juan (ARG),220,1386,FRA,PAR,France,Home,Draw,10,4
106,1958,08 Jun 1958 - 19:00,Group 2,Arosvallen,Vasteras ,Sweden,59.61109920000000,16.5463679,Yugoslavia,1,1,Scotland, ,9591.0,1,0,WYSSLING Paul (SUI),ORLANDINI Vincenzo (ITA),MACKO Martin (TCH),220,1434,YUG,SCO,Draw,Draw,Home,2,0
107,1958,08 Jun 1958 - 19:00,Group 4,Rimnersvallen,Udevalla ,Sweden,62.0,15.0,Brazil,3,0,Austria, ,17788.0,1,0,GUIGUE Maurice (FRA),DUSCH Albert (GER),BRONKHORST Jan (NED),220,1326,BRA,AUT,Brazil,Home,Home,3,3
108,1958,08 Jun 1958 - 19:00,Group 1,Orjans Vall,Halmstad ,Sweden,56.6739826,12.857482700000000,Northern Ireland,1,0,Czechoslovakia, ,10647.0,1,0,SEIPELT Fritz (AUT),ELLIS Arthur (ENG),FERNANDES CAMPOS Joaquim (POR),220,1421,NIR,TCH,Northern Ireland,Home,Home,1,1
109,1958,11 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Brazil,0,0,England, ,40895.0,0,0,DUSCH Albert (GER),LOEOEW Bertil (SWE),ZSOLT Istvan (HUN),220,1339,BRA,ENG,Draw,Draw,Draw,0,0
110,1958,11 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Mexico,1,1,Wales, ,15150.0,0,1,LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),220,1418,MEX,WAL,Draw,Draw,Away,2,0
111,1958,11 Jun 1958 - 19:00,Group 2,Idrottsparken,Norrköping,Sweden,62.0,15.0,Paraguay,3,2,Scotland, ,11665.0,2,1,ORLANDINI Vincenzo (ITA),GARDEAZABAL Juan (ESP),ANDREN Bengt (SWE),220,1423,PAR,SCO,Paraguay,Home,Home,5,1
112,1958,11 Jun 1958 - 19:00,Group 2,Arosvallen,Vasteras ,Sweden,59.61109920000000,16.5463679,Yugoslavia,3,2,France, ,12217.0,1,1,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),DRAGVOLL Georg (NOR),220,1388,YUG,FRA,Yugoslavia,Home,Draw,5,1
113,1958,11 Jun 1958 - 19:00,Group 4,Ryavallen,Boras ,Sweden,57.7210839,12.9407407,Soviet Union,2,0,Austria, ,21239.0,1,0,JORGENSEN Carl Frederik (DEN),NILSEN Birger (NOR),ACKEBORN Gosta (SWE),220,1332,URS,AUT,Soviet Union,Home,Home,2,2
114,1958,11 Jun 1958 - 19:00,Group 1,Olympia Stadium,Helsingborg ,Sweden,56.04419840000000,12.7040684,Germany,2,2,Czechoslovakia, ,25000.0,0,2,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220,1391,FRG,TCH,Draw,Draw,Away,4,0
115,1958,11 Jun 1958 - 19:00,Group 1,Orjans Vall,Halmstad ,Sweden,56.6739826,12.857482700000000,Argentina,3,1,Northern Ireland, ,14174.0,1,1,AHLNER Sten (SWE),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),220,1324,ARG,NIR,Argentina,Home,Draw,4,2
116,1958,12 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,2,1,Hungary, ,38850.0,1,0,MOWAT Jack (SCO),VAN NUFFEL Lucien (BEL),DRAGVOLL Georg (NOR),220,1406,SWE,HUN,Sweden,Home,Home,3,1
117,1958,15 Jun 1958 - 14:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,0,0,Wales, ,30287.0,0,0,VAN NUFFEL Lucien (BEL),LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),220,1438,SWE,WAL,Draw,Draw,Draw,0,0
118,1958,15 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Brazil,2,0,Soviet Union, ,50928.0,1,0,GUIGUE Maurice (FRA),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),220,1344,BRA,URS,Brazil,Home,Home,2,2
119,1958,15 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malm� ,Sweden,62.0,15.0,Germany,2,2,Northern Ireland, ,21990.0,1,1,FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),HELGE Leo (DEN),220,1389,FRG,NIR,Draw,Draw,Draw,4,0
120,1958,15 Jun 1958 - 19:00,Group 3,Jarnvallen,Sandviken ,Sweden,60.619422,16.772421400000000,Hungary,4,0,Mexico, ,13300.0,1,0,ERIKSSON Arne (FIN),CODESAL Jose Maria (URU),MOWAT Jack (SCO),220,1403,HUN,MEX,Hungary,Home,Home,4,4
121,1958,15 Jun 1958 - 19:00,Group 2,Tunavallen,Eskilstuna ,Sweden,59.37173790000000,16.505147400000000,Paraguay,3,3,Yugoslavia, ,13103.0,1,2,MACKO Martin (TCH),GRIFFITHS Benjamin (WAL),GARDEAZABAL Juan (ESP),220,1426,PAR,YUG,Draw,Draw,Away,6,0
122,1958,15 Jun 1958 - 19:00,Group 2,Eyravallen,Orebro ,Sweden,59.2747287,15.215118100000000,France,2,1,Scotland, ,13554.0,2,0,BROZZI Juan (ARG),ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),220,1387,FRA,SCO,France,Home,Home,3,1
123,1958,15 Jun 1958 - 19:00,Group 4,Ryavallen,Boras ,Sweden,57.7210839,12.9407407,England,2,2,Austria, ,15872.0,0,1,BRONKHORST Jan (NED),DUSCH Albert (GER),ZSOLT Istvan (HUN),220,1327,ENG,AUT,Draw,Draw,Away,4,0
124,1958,15 Jun 1958 - 19:00,Group 1,Olympia Stadium,Helsingborg ,Sweden,56.04419840000000,12.7040684,Czechoslovakia,6,1,Argentina, ,16418.0,3,0,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220,1325,TCH,ARG,Czechoslovakia,Home,Home,7,5
125,1958,17 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Soviet Union,1,0,England, ,23182.0,0,0,DUSCH Albert (GER),BRONKHORST Jan (NED),SEIPELT Fritz (AUT),220,1373,URS,ENG,Soviet Union,Home,Draw,1,1
126,1958,17 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malmö,Sweden,62.0,15.0,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,6196.0,0,0,GUIGUE Maurice (FRA),FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),220,1422,NIR,TCH,Northern Ireland,Home,Draw,3,1
127,1958,17 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Wales,2,1,Hungary, ,2823.0,0,1,LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),ERIKSSON Arne (FIN),220,1408,WAL,HUN,Wales,Home,Away,3,1
128,1958,19 Jun 1958 - 19:00,Quarter-finals,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Brazil,1,0,Wales, ,25923.0,0,0,SEIPELT Fritz (AUT),GUIGUE Maurice (FRA),DUSCH Albert (GER),221,1345,BRA,WAL,Brazil,Home,Draw,1,1
129,1958,19 Jun 1958 - 19:00,Quarter-finals,Malmo Stadion,Malmö,Sweden,62.0,15.0,Germany,1,0,Yugoslavia, ,20055.0,1,0,WYSSLING Paul (SUI),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),221,1392,FRG,YUG,Germany,Home,Home,1,1
130,1958,19 Jun 1958 - 19:00,Quarter-finals,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,2,0,Soviet Union, ,31900.0,0,0,LEAFE Reginald (ENG),BROZZI Juan (ARG),DRAGVOLL Georg (NOR),221,1437,SWE,URS,Sweden,Home,Draw,2,2
131,1958,19 Jun 1958 - 19:00,Quarter-finals,Idrottsparken,Norrköping,Sweden,62.0,15.0,France,4,0,Northern Ireland, ,11800.0,1,0,GARDEAZABAL Juan (ESP),LATYCHEV Nikolaj (URS),ANDREN Bengt (SWE),221,1385,FRA,NIR,France,Home,Home,4,4
132,1958,24 Jun 1958 - 19:00,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Sweden,3,1,Germany, ,49471.0,1,1,ZSOLT Istvan (HUN),SEIPELT Fritz (AUT),ELLIS Arthur (ENG),488,1390,SWE,FRG,Sweden,Home,Draw,4,2
133,1958,24 Jun 1958 - 19:00,Semi-finals,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Brazil,5,2,France, ,27100.0,2,1,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),LEAFE Reginald (ENG),488,1340,BRA,FRA,Brazil,Home,Home,7,3
134,1958,28 Jun 1958 - 17:00,Match for third place,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,France,6,3,Germany, ,32483.0,3,1,BROZZI Juan (ARG),ELLIS Arthur (ENG),LUNDELL Bengt (SWE),3483,1382,FRA,FRG,France,Home,Home,9,3
135,1958,29 Jun 1958 - 15:00,Final,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Brazil,5,2,Sweden, ,49737.0,2,1,GUIGUE Maurice (FRA),DUSCH Albert (GER),GARDEAZABAL Juan (ESP),3482,1343,BRA,SWE,Brazil,Home,Home,7,3
136,1962,30 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Uruguay,2,1,Colombia, ,7908.0,0,1,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),231,1479,URU,COL,Uruguay,Home,Away,3,1
137,1962,30 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,2,0,Mexico, ,10484.0,0,0,DIENST Gottfried (SUI),STEINER Carl (AUT),SCHWINTE Pierre (FRA),231,1461,BRA,MEX,Brazil,Home,Draw,2,2
138,1962,30 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Argentina,1,0,Bulgaria, ,7134.0,1,0,GARDEAZABAL Juan (ESP),BUERGO Fernando (MEX),MORGAN Raymond (CAN),231,1447,ARG,BUL,Argentina,Home,Home,1,1
139,1962,30 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Chile,3,1,Switzerland, ,65006.0,1,1,ASTON Ken (ENG),BLAVIER Arthur (BEL),YAMASAKI MALDONADO Arturo (MEX),231,1473,CHI,SUI,Chile,Home,Draw,4,2
140,1962,31 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Soviet Union,2,0,Yugoslavia, ,9622.0,0,0,DUSCH Albert (GER),ETZEL FILHO Joao (BRA),ROBLES Carlos (CHI),231,1563,URS,YUG,Soviet Union,Home,Draw,2,2
141,1962,31 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Czechoslovakia,1,0,Spain, ,12700.0,0,0,STEINER Carl (AUT),MARINO Esteban (URU),VAN ROSBERG Walter Jose (CUW),231,1498,TCH,ESP,Czechoslovakia,Home,Draw,1,1
142,1962,31 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Hungary,2,1,England, ,7938.0,1,0,HORN Leo (NED),BLAVIER Arthur (BEL),GOLDSTEIN Leo (USA),231,1490,HUN,ENG,Hungary,Home,Home,3,1
143,1962,31 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Germany,0,0,Italy, ,65440.0,0,0,DAVIDSON Bob (SCO),MORGAN Raymond (CAN),VENTRE Luis Antonio (ARG),231,1507,FRG,ITA,Draw,Draw,Draw,0,0
144,1962,02 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Yugoslavia,3,1,Uruguay, ,8829.0,2,1,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),231,1564,YUG,URU,Yugoslavia,Home,Home,4,2
145,1962,02 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,0,0,Czechoslovakia, ,14903.0,0,0,SCHWINTE Pierre (FRA),MASSARO Artur (CHI),DIENST Gottfried (SUI),231,1462,BRA,TCH,Draw,Draw,Draw,0,0
146,1962,02 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,England,3,1,Argentina, ,9794.0,2,0,LATYCHEV Nikolaj (URS),REGINATO Adolfe Molina (CHI),MORGAN Raymond (CAN),231,1450,ENG,ARG,England,Home,Home,4,2
147,1962,02 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Chile,2,0,Italy, ,66057.0,0,0,ASTON Ken (ENG),GOLDSTEIN Leo (USA),BUERGO Fernando (MEX),231,1472,CHI,ITA,Chile,Home,Draw,2,2
148,1962,03 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Soviet Union,4,4,Colombia, ,8040.0,3,1,ETZEL FILHO Joao (BRA),DOROGI Andor (HUN),ROBLES Carlos (CHI),231,1478,URS,COL,Draw,Draw,Home,8,0
149,1962,03 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Spain,1,0,Mexico, ,11875.0,0,0,TESANIC Branko (YUG),VICUNA Claudio (CHI),VAN ROSBERG Walter Jose (CUW),231,1497,ESP,MEX,Spain,Home,Draw,1,1
150,1962,03 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Hungary,6,1,Bulgaria, ,7442.0,4,0,GARDEAZABAL Juan (ESP),DAVIDSON Bob (SCO),SILVA Luis (CHI),231,1470,HUN,BUL,Hungary,Home,Home,7,5
151,1962,03 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Germany,2,1,Switzerland, ,64922.0,1,0,HORN Leo (NED),LATYCHEV Nikolaj (URS),VENTRE Luis Antonio (ARG),231,1510,FRG,SUI,Germany,Home,Home,3,1
152,1962,06 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Soviet Union,2,1,Uruguay, ,9973.0,1,0,JONNI Cesare (ITA),DOROGI Andor (HUN),DUSCH Albert (GER),231,1562,URS,URU,Soviet Union,Home,Home,3,1
153,1962,06 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,2,1,Spain, ,18715.0,0,1,BUSTAMANTE Sergio (CHI),MARINO Esteban (URU),SUNDHEIM Jose Antonio (COL),231,1460,BRA,ESP,Brazil,Home,Away,3,1
154,1962,06 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Hungary,0,0,Argentina, ,7945.0,0,0,YAMASAKI MALDONADO Arturo (MEX),BULNES R. (CHI),GARDEAZABAL Juan (ESP),231,1451,HUN,ARG,Draw,Draw,Draw,0,0
155,1962,06 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Germany,2,0,Chile, ,67224.0,1,0,DAVIDSON Bob (SCO),ASTON Ken (ENG),HORN Leo (NED),231,1471,FRG,CHI,Germany,Home,Home,2,2
156,1962,07 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Yugoslavia,5,0,Colombia, ,7167.0,2,0,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),231,1480,YUG,COL,Yugoslavia,Home,Home,5,5
157,1962,07 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Mexico,3,1,Czechoslovakia, ,10648.0,2,1,DIENST Gottfried (SUI),TESANIC Branko (YUG),SUNDHEIM Jose Antonio (COL),231,1544,MEX,TCH,Mexico,Home,Home,4,2
158,1962,07 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,England,0,0,Bulgaria, ,5700.0,0,0,BLAVIER Arthur (BEL),REGINATO Adolfe Molina (CHI),BULNES R. (CHI),231,1464,ENG,BUL,Draw,Draw,Draw,0,0
159,1962,07 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Italy,3,0,Switzerland, ,59828.0,1,0,LATYCHEV Nikolaj (URS),DAVIDSON Bob (SCO),RUMENTCHEV Dimitar (BUL),231,1532,ITA,SUI,Italy,Home,Home,3,3
160,1962,10 Jun 1962 - 14:30,Quarter-finals,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Chile,2,1,Soviet Union, ,17268.0,2,1,HORN Leo (NED),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),232,1474,CHI,URS,Chile,Home,Home,3,1
161,1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,3,1,England, ,17736.0,1,1,SCHWINTE Pierre (FRA),DIENST Gottfried (SUI),BUSTAMANTE Sergio (CHI),232,1459,BRA,ENG,Brazil,Home,Draw,4,2
162,1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Czechoslovakia,1,0,Hungary, ,11690.0,1,0,LATYCHEV Nikolaj (URS),BUERGO Fernando (MEX),RUMENTCHEV Dimitar (BUL),232,1525,TCH,HUN,Czechoslovakia,Home,Home,1,1
163,1962,10 Jun 1962 - 14:30,Quarter-finals,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Yugoslavia,1,0,Germany, ,63324.0,0,0,YAMASAKI MALDONADO Arturo (MEX),VENTRE Luis Antonio (ARG),SILVA Jose Antonio (CHI),232,1511,YUG,FRG,Yugoslavia,Home,Draw,1,1
164,1962,13 Jun 1962 - 14:30,Semi-finals,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Czechoslovakia,3,1,Yugoslavia, ,5890.0,0,0,DIENST Gottfried (SUI),STEINER Carl (AUT),JONNI Cesare (ITA),514,1559,TCH,YUG,Czechoslovakia,Home,Draw,4,2
165,1962,13 Jun 1962 - 14:30,Semi-finals,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Brazil,4,2,Chile, ,76594.0,2,1,YAMASAKI MALDONADO Arturo (MEX),MARINO Esteban (URU),VENTRE Luis Antonio (ARG),514,1458,BRA,CHI,Brazil,Home,Home,6,2
166,1962,16 Jun 1962 - 14:30,Match for third place,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Chile,1,0,Yugoslavia, ,66697.0,0,0,GARDEAZABAL Juan (ESP),DUSCH Albert (GER),DOROGI Andor (HUN),3481,1475,CHI,YUG,Chile,Home,Draw,1,1
167,1962,17 Jun 1962 - 14:30,Final,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Brazil,3,1,Czechoslovakia, ,68679.0,1,1,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),3480,1463,BRA,TCH,Brazil,Home,Draw,4,2
168,1966,11 Jul 1966 - 19:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,0,0,Uruguay, ,87148.0,0,0,ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),RUMENTCHEV Dimitar (BUL),238,1636,ENG,URU,Draw,Draw,Draw,0,0
169,1966,12 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield ,England,53.38066260000000,-1.4702278,Germany,5,0,Switzerland, ,36127.0,3,0,PHILLIPS Hugh (SCO),ADAIR John (NIR),LOEOEW Bertil (SWE),238,1656,FRG,SUI,Germany,Home,Home,5,5
170,1966,12 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool ,England,53.40715400000000,-2.991665,Brazil,2,0,Bulgaria, ,47308.0,1,0,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),238,1596,BRA,BUL,Brazil,Home,Home,2,2
171,1966,12 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough ,England,54.5760419,-1.2344047000000000,Soviet Union,3,0,Korea DPR, ,23006.0,2,0,GARDEAZABAL Juan (ESP),KANDIL Aly Hussein (EGY),DIENST Gottfried (SUI),238,1710,URS,PRK,Soviet Union,Home,Home,3,3
172,1966,13 Jul 1966 - 19:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,France,1,1,Mexico, ,69237.0,0,0,ASHKENAZI Menachem (ISR),FERNANDES CAMPOS Joaquim (POR),GALBA Karol (TCH),238,1650,FRA,MEX,Draw,Draw,Draw,2,0
173,1966,13 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester ,England,53.4794892,-2.2451148,Portugal,3,1,Hungary, ,29886.0,1,0,CALLAGHAN Leo (WAL),HOWLEY Kevin (ENG),CLEMENTS William (ENG),238,1675,POR,HUN,Portugal,Home,Home,4,2
